open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2024-03-28 07:25:00,186.898,187.120,186.824,186.832,47148,2024-03-28 07:29:59.999,2521.88484980,878,26458,1415.21251769,0
2024-03-28 07:30:00,186.831,187.083,186.555,186.880,50381,2024-03-28 07:34:59.999,2696.49959653,988,22428,1200.48126728,0
2024-03-28 07:35:00,186.880,187.582,186.852,187.385,116526,2024-03-28 07:39:59.999,6220.69512720,1346,67677,3613.08295527,0
2024-03-28 07:40:00,187.385,187.416,187.054,187.054,70702,2024-03-28 07:44:59.999,3775.18119991,1020,21275,1136.01293666,0
2024-03-28 07:45:00,187.054,187.425,187.020,187.356,82911,2024-03-28 07:49:59.999,4427.93517155,1070,37200,1986.93402057,0
2024-03-28 07:50:00,187.355,187.740,187.200,187.509,204116,2024-03-28 07:54:59.999,10889.13640539,1844,81580,4351.51422035,0
2024-03-28 07:55:00,187.509,187.560,187.344,187.457,46107,2024-03-28 07:59:59.999,2459.37245463,608,19754,1053.70230370,0
2024-03-28 08:00:00,187.453,188.220,187.324,187.508,268722,2024-03-28 08:04:59.999,14313.56930002,2209,166266,8857.44047568,0
2024-03-28 08:05:00,187.507,188.518,187.507,188.104,235650,2024-03-28 08:09:59.999,12520.26230579,2261,130576,6937.93675453,0
2024-03-28 08:10:00,188.104,188.157,187.357,187.365,195820,2024-03-28 08:14:59.999,10427.15662154,1821,64018,3409.15867626,0
2024-03-28 08:15:00,187.383,187.560,187.020,187.078,204482,2024-03-28 08:19:59.999,10923.34173245,1719,95039,5076.86404697,0
2024-03-28 08:20:00,187.078,187.756,187.074,187.746,134038,2024-03-28 08:24:59.999,7149.45846585,1622,73709,3931.97806744,0
2024-03-28 08:25:00,187.746,187.746,187.000,187.140,236412,2024-03-28 08:29:59.999,12616.10277490,2249,92744,4949.66441549,0
2024-03-28 08:30:00,187.141,188.008,187.103,188.008,129017,2024-03-28 08:34:59.999,6882.09832313,1671,71194,3798.12064234,0
2024-03-28 08:35:00,188.006,188.097,187.918,187.982,68684,2024-03-28 08:39:59.999,3653.16731344,860,33471,1780.39574932,0
2024-03-28 08:40:00,187.981,188.109,187.821,187.846,79572,2024-03-28 08:44:59.999,4233.30162622,1006,44666,2376.47962850,0
2024-03-28 08:45:00,187.846,188.164,187.638,187.692,104779,2024-03-28 08:49:59.999,5576.28306377,1439,50927,2710.71950591,0
2024-03-28 08:50:00,187.692,188.322,187.445,187.472,183920,2024-03-28 08:54:59.999,9784.28391292,1909,95741,5090.81534749,0
2024-03-28 08:55:00,187.471,187.569,187.002,187.092,122698,2024-03-28 08:59:59.999,6552.53622261,1245,74563,3982.15842900,0
2024-03-28 09:00:00,187.094,187.689,186.924,187.639,144375,2024-03-28 09:04:59.999,7706.24572294,1439,73798,3938.90819019,0
2024-03-28 09:05:00,187.640,188.412,187.640,187.818,132593,2024-03-28 09:09:59.999,7049.60347870,1670,71115,3780.75822039,0
2024-03-28 09:10:00,187.818,187.980,187.641,187.641,50302,2024-03-28 09:14:59.999,2678.43045732,863,22195,1181.89579572,0
2024-03-28 09:15:00,187.639,187.702,187.524,187.682,44910,2024-03-28 09:19:59.999,2393.87204868,736,24206,1290.21948939,0
2024-03-28 09:20:00,187.688,187.887,187.239,187.315,138446,2024-03-28 09:24:59.999,7384.39079468,1482,49006,2613.92007939,0
2024-03-28 09:25:00,187.346,187.704,187.309,187.369,48219,2024-03-28 09:29:59.999,2571.17696889,746,22392,1194.04985277,0
2024-03-28 09:30:00,187.380,187.499,187.046,187.165,77435,2024-03-28 09:34:59.999,4136.22957648,954,33012,1763.75895743,0
